dedupe	devocalize	split 1	split 2	split 3	split4	IsWord
קאַמענעץ־פּאָדאָלסק	קאַמענעץ־פּאָדאָלסק	קאַמענעץ־פּאָדאָלסק				
קאמענעץ ליטאווסק	קאמענעץ ליטאווסק	קאמענעץ	ליטאווסק			
קאמענעץ פאדאלסק	קאמענעץ פאדאלסק	קאמענעץ	פאדאלסק			
קאמענקע	קאמענקע	קאמענקע				
קאַמענקע 	קאַמענקע 	קאַמענקע				
קאמער	קאמער	קאמער				
קאַמעראָװ 	קאַמעראָװ 	קאַמעראָװ				
קאמערווא	קאמערווא	קאמערווא				
קאַמערױקע 	קאַמערױקע 	קאַמערױקע				
קאמערעוו	קאמערעוו	קאמערעוו				
קאָמערעװ 	קאָמערעװ 	קאָמערעװ				
קאמעשניץ	קאמעשניץ	קאמעשניץ				
קאַמעשניץ	קאַמעשניץ	קאַמעשניץ				
קאמפאלט	קאמפאלט	קאמפאלט				
קאָמפּאָלט	קאָמפּאָלט	קאָמפּאָלט				
קאמפאני	קאמפאני	קאמפאני				
קאַמפּאַני	קאַמפּאַני	קאַמפּאַני				
קאמפולונג	קאמפולונג	קאמפולונג				
קאַמפּולונג	קאַמפּולונג	קאַמפּולונג				
קאמפולונג לא טיסא	קאמפולונג לא טיסא	קאמפולונג	לא	טיסא		
קאַמפּולונג לאַ טיסא	קאַמפּולונג לאַ טיסא	קאַמפּולונג	לאַ	טיסא		
קאָמפּין 	קאָמפּין 	קאָמפּין				
קאַמפּינאָס 	קאַמפּינאָס 	קאַמפּינאָס				
קאמפעלונג	קאמפעלונג	קאמפעלונג				
קאָמפּעלונג	קאָמפּעלונג	קאָמפּעלונג				
קאמראן	קאמראן	קאמראן				
קאמרזאן	קאמרזאן	קאמרזאן				
קאמרין	קאמרין	קאמרין				
קאמרן	קאמרן	קאמרן				
קאמרנא	קאמרנא	קאמרנא				
קאמרניק	קאמרניק	קאמרניק				
קאמרניק עליון	קאמרניק עליון	קאמרניק	עליון			
קאָמרעװע 	קאָמרעװע 	קאָמרעװע				
קאנ.	קאנ.	קאנ.				
קאנאגוטא	קאנאגוטא	קאנאגוטא				
קאן אגוטא	קאן אגוטא	קאן	אגוטא			
קאנאדא	קאנאדא	קאנאדא				
קאנאדע	קאנאדע	קאנאדע				
קאנאטאפ	קאנאטאפ	קאנאטאפ				
קאָנאָטאָפּ	קאָנאָטאָפּ	קאָנאָטאָפּ				
קאָנאָטאָפּ 	קאָנאָטאָפּ 	קאָנאָטאָפּ				
קאַנאָטקעװיץ 	קאַנאָטקעװיץ 	קאַנאָטקעװיץ				
קאַנאַלי 	קאַנאַלי 	קאַנאַלי				
קאָנאָפּיצע 	קאָנאָפּיצע 	קאָנאָפּיצע				
קאָנאַרי	קאָנאַרי	קאָנאַרי				
קאנדא	קאנדא	קאנדא				
קאנדווע	קאנדווע	קאנדווע				
קאנדויא	קאנדויא	קאנדויא				
קאַנדױ 	קאַנדױ 	קאַנדױ				
קאנדעווע	קאנדעווע	קאנדעווע				
קאַנדעװע	קאַנדעװע	קאַנדעװע				
קאנדרינע	קאנדרינע	קאנדרינע				
קאנה	קאנה	קאנה				
קאנהעניטש	קאנהעניטש	קאנהעניטש				
קאנוי	קאנוי	קאנוי				
קאַנטאַקאָזאָװ	קאַנטאַקאָזאָװ	קאַנטאַקאָזאָװ				
קאנטאקוזאווקא	קאנטאקוזאווקא	קאנטאקוזאווקא				
קאנטי	קאנטי	קאנטי				
קאנטיס	קאנטיס	קאנטיס				
קאַנטעקוזיװ 	קאַנטעקוזיװ 	קאַנטעקוזיװ				
קאנטש	קאנטש	קאנטש				
קאנטשוגא	קאנטשוגא	קאנטשוגא				
קאנטשוגע	קאנטשוגע	קאנטשוגע				
קאַנטשוגע	קאַנטשוגע	קאַנטשוגע				
קאנטשיג	קאנטשיג	קאנטשיג				
קאנטשיגא	קאנטשיגא	קאנטשיגא				
קאנטשיגע	קאנטשיגע	קאנטשיגע				
קאנטשיק	קאנטשיק	קאנטשיק				
קאַנטשיק 	קאַנטשיק 	קאַנטשיק				
קאנטשיקא	קאנטשיקא	קאנטשיקא				
קאנטשיקע	קאנטשיקע	קאנטשיקע				
קאני	קאני	קאני				
קאני'	קאני'	קאני'				
קאניא	קאניא	קאניא				
קאַניא	קאַניא	קאַניא				
קאניאהאז	קאניאהאז	קאניאהאז				
קאַניאָהאַז	קאַניאָהאַז	קאַניאָהאַז				
קאני איילאנד	קאני איילאנד	קאני	איילאנד			
קאניאץ	קאניאץ	קאניאץ				
קאניגס בערג	קאניגס בערג	קאניגס	בערג			
קאניזא	קאניזא	קאניזא				
קאניזע	קאניזע	קאניזע				
קאניזשע	קאניזשע	קאניזשע				
קאַניזשע	קאַניזשע	קאַניזשע				
קאַניזשע 	קאַניזשע 	קאַניזשע				
קאַניטש 	קאַניטש 	קאַניטש				
קאנין	קאנין	קאנין				
קאָנין	קאָנין	קאָנין				
קאניסאװקע	קאניסאװקע	קאניסאװקע				
קאניע	קאניע	קאניע				
קאַניעװ 	קאַניעװ 	קאַניעװ				
קאָניעװ 	קאָניעװ 	קאָניעװ				
קאָניעך 	קאָניעך 	קאָניעך				
קאניעצפאל	קאניעצפאל	קאניעצפאל				
קאָניעצפּאָל	קאָניעצפּאָל	קאָניעצפּאָל				
קאניץ	קאניץ	קאניץ				
קאַניץ	קאַניץ	קאַניץ				
קאָניץ	קאָניץ	קאָניץ				
קאָניצפּאָליע 	קאָניצפּאָליע 	קאָניצפּאָליע				
קאנישא	קאנישא	קאנישא				
קאנישיק	קאנישיק	קאנישיק				
קאנישע	קאנישע	קאנישע				
קאננ.	קאננ.	קאננ.				
קאנסטאנטין	קאנסטאנטין	קאנסטאנטין				
קאָנסטאַנטין	קאָנסטאַנטין	קאָנסטאַנטין				
קאנסטאנטינאווקע	קאנסטאנטינאווקע	קאנסטאנטינאווקע				
קאָנסטאַנטינאָװקע	קאָנסטאַנטינאָװקע	קאָנסטאַנטינאָװקע				
קאָנסטאַנטינאָװקע 	קאָנסטאַנטינאָװקע 	קאָנסטאַנטינאָװקע				
קאנסטאנטינאפאל	קאנסטאנטינאפאל	קאנסטאנטינאפאל				
קאָנסטאַנטינאָפּאָל	קאָנסטאַנטינאָפּאָל	קאָנסטאַנטינאָפּאָל				
קאנסטאנטינאפל	קאנסטאנטינאפל	קאנסטאנטינאפל				
קאנסטאנטינע	קאנסטאנטינע	קאנסטאנטינע				
קאָנסטאַנטינע	קאָנסטאַנטינע	קאָנסטאַנטינע				
קאנסטאנטינעוו	קאנסטאנטינעוו	קאנסטאנטינעוו				
קאָנסטאַנטינעװ 	קאָנסטאַנטינעװ 	קאָנסטאַנטינעװ				
קאנסטאנץ	קאנסטאנץ	קאנסטאנץ				
קאָנסטאַנץ	קאָנסטאַנץ	קאָנסטאַנץ				
קאָנסטאַנץ 	קאָנסטאַנץ 	קאָנסטאַנץ				
קאנסטאנצא	קאנסטאנצא	קאנסטאנצא				
קאנסקאוואלע	קאנסקאוואלע	קאנסקאוואלע				
קאנסקיוואלע	קאנסקיוואלע	קאנסקיוואלע				
קאָנסקע־װאָלע	קאָנסקע־װאָלע	קאָנסקע־װאָלע				
קאנסקע-וואלע	קאנסקע-וואלע	קאנסקע-וואלע				
קאנע	קאנע	קאנע				
קאנעוו	קאנעוו	קאנעוו				
קאַנעװ	קאַנעװ	קאַנעװ				
קאַנעל	קאַנעל	קאַנעל				
קאַנעלע	קאַנעלע	קאַנעלע				
קאנצ'וגה	קאנצ'וגה	קאנצ'וגה				
קאנצאווע	קאנצאווע	קאנצאווע				
קאסאבע	קאסאבע	קאסאבע				
קאסאדאר	קאסאדאר	קאסאדאר				
קאסאוו	קאסאוו	קאסאוו				
קאסאוויץ	קאסאוויץ	קאסאוויץ				
קאסאוולאצקי	קאסאוולאצקי	קאסאוולאצקי				
קאסאוו לאצקי	קאסאוו לאצקי	קאסאוו	לאצקי			
קאסאווע	קאסאווע	קאסאווע				
קאָסאָװ־לאַצקע	קאָסאָװ־לאַצקע	קאָסאָװ־לאַצקע				
קאָסאָװיץ	קאָסאָװיץ	קאָסאָװיץ				
קאָסאָװסקע פאָליענע 	קאָסאָװסקע פאָליענע 	קאָסאָװסקע	פאָליענע			
קאסאן	קאסאן	קאסאן				
קאָסאָן 	קאָסאָן 	קאָסאָן				
קאסאני	קאסאני	קאסאני				
קאָסאָני	קאָסאָני	קאָסאָני				
קאסאניא	קאסאניא	קאסאניא				
קאסוב	קאסוב	קאסוב				
קאסובע	קאסובע	קאסובע				
קאסווע	קאסווע	קאסווע				
קאסטאטין	קאסטאטין	קאסטאטין				
קאסטאלאן	קאסטאלאן	קאסטאלאן				
קאסטאנטין	קאסטאנטין	קאסטאנטין				
קאסטהעל	קאסטהעל	קאסטהעל				
קאסטונע	קאסטונע	קאסטונע				
קאסטוקאוויטש	קאסטוקאוויטש	קאסטוקאוויטש				
קאסטוקאוויץ	קאסטוקאוויץ	קאסטוקאוויץ				
קאסטיווהארע	קאסטיווהארע	קאסטיווהארע				
קאסטיווע פאסטיל	קאסטיווע פאסטיל	קאסטיווע	פאסטיל			
קאסטילאן	קאסטילאן	קאסטילאן				
קאסטין	קאסטין	קאסטין				
קאָסטין	קאָסטין	קאָסטין				
קאָסטיניץ 	קאָסטיניץ 	קאָסטיניץ				
קאָסטיקאָװיטש 	קאָסטיקאָװיטש 	קאָסטיקאָװיטש				
קאסטל	קאסטל	קאסטל				
קאָסטל	קאָסטל	קאָסטל				
קאסטלאן	קאסטלאן	קאסטלאן				
קאָסטנטאַל 	קאָסטנטאַל 	קאָסטנטאַל				
קאסטעוועהארע	קאסטעוועהארע	קאסטעוועהארע				
קאַסטעװעהאָרע	קאַסטעװעהאָרע	קאַסטעװעהאָרע				
קאסטעל	קאסטעל	קאסטעל				
קאסטעלאן	קאסטעלאן	קאסטעלאן				
קאָסטעלאַן	קאָסטעלאַן	קאָסטעלאַן				
קאסטעלאני	קאסטעלאני	קאסטעלאני				
קאָסטעלאַני	קאָסטעלאַני	קאָסטעלאַני				
קאָסטעלי	קאָסטעלי	קאָסטעלי				
קאסטעליץ	קאסטעליץ	קאסטעליץ				
קאָסטעליץ	קאָסטעליץ	קאָסטעליץ				
קאסטען	קאסטען	קאסטען				
קאָסטען	קאָסטען	קאָסטען				
קאָסטעפּאָל 	קאָסטעפּאָל 	קאָסטעפּאָל				
קאסטראװע	קאסטראװע	קאסטראװע				
קאסטראמע	קאסטראמע	קאסטראמע				
קאָסטראָמע	קאָסטראָמע	קאָסטראָמע				
קאסטרין	קאסטרין	קאסטרין				
קאָסטרין	קאָסטרין	קאָסטרין				
קאסי	קאסי	קאסי				
קאסיאנא	קאסיאנא	קאסיאנא				
קאסיב	קאסיב	קאסיב				
קאסיווע	קאסיווע	קאסיווע				
קאסיל	קאסיל	קאסיל				
קאסין	קאסין	קאסין				
קאַסין	קאַסין	קאַסין				
קאסל	קאסל	קאסל				
קאַסל	קאַסל	קאַסל				
קאסמיטשי	קאסמיטשי	קאסמיטשי				
קאָסנטין 	קאָסנטין 	קאָסנטין				
קאסניטין	קאסניטין	קאסניטין				
קאָסניטין 	קאָסניטין 	קאָסניטין				
קאסניטין חדש	קאסניטין חדש	קאסניטין	חדש			
קאססעל	קאססעל	קאססעל				
קאסעב	קאסעב	קאסעב				
קאסעוו	קאסעוו	קאסעוו				
קאסעוויץ	קאסעוויץ	קאסעוויץ				
קאסעווע	קאסעווע	קאסעווע				
קאָסעװ	קאָסעװ	קאָסעװ				
קאָסעװ 	קאָסעװ 	קאָסעװ				
קאָסעװניצע	קאָסעװניצע	קאָסעװניצע				
קאָסעװע	קאָסעװע	קאָסעװע				
קאָסעװע 	קאָסעװע 	קאָסעװע				
קאסעל	קאסעל	קאסעל				
קאסען	קאסען	קאסען				
קאסערען	קאסערען	קאסערען				
קאפאוואר	קאפאוואר	קאפאוואר				
קאָפּאָװאַר	קאָפּאָװאַר	קאָפּאָװאַר				
קאפאטקעוויטש	קאפאטקעוויטש	קאפאטקעוויטש				
קאָפּאַטקעװיטש	קאָפּאַטקעװיטש	קאָפּאַטקעװיטש				
קאָפּאטשאױפאַטאָ	קאָפּאטשאױפאַטאָ	קאָפּאטשאױפאַטאָ				
קאפאיע	קאפאיע	קאפאיע				
קאפאלנאקמאנאשטאר	קאפאלנאקמאנאשטאר	קאפאלנאקמאנאשטאר				
קאַפּאָלנאָקמאָנאָשטאָר	קאַפּאָלנאָקמאָנאָשטאָר	קאַפּאָלנאָקמאָנאָשטאָר				
קאפאלניק מאנאשטאר	קאפאלניק מאנאשטאר	קאפאלניק	מאנאשטאר			
קאפאלנע	קאפאלנע	קאפאלנע				
קאַפּאָלנע	קאַפּאָלנע	קאַפּאָלנע				
קאַפּאַני	קאַפּאַני	קאַפּאַני				
קאפּאניע	קאפּאניע	קאפּאניע				
קאָפּאַניע	קאָפּאַניע	קאָפּאַניע				
קאָפּאַנקע 	קאָפּאַנקע 	קאָפּאַנקע				
קאפאספיד	קאפאספיד	קאפאספיד				
קאפאר	קאפאר	קאפאר				
קאפאריד	קאפאריד	קאפאריד				
קאָפּאָש	קאָפּאָש	קאָפּאָש				
קאפאשאן	קאפאשאן	קאפאשאן				
קאפאש גדול	קאפאש גדול	קאפאש	גדול			
קאפאשוואר	קאפאשוואר	קאפאשוואר				
קאָפּאָשװאַר	קאָפּאָשװאַר	קאָפּאָשװאַר				
קאפּאשניװ	קאפּאשניװ	קאפּאשניװ				
קאָפּאַשניװ	קאָפּאַשניװ	קאָפּאַשניװ				
קאפאשניע	קאפאשניע	קאפאשניע				
קאָפּאַשניע	קאָפּאַשניע	קאָפּאַשניע				
קאפאשנע	קאפאשנע	קאפאשנע				
קאפובאר	קאפובאר	קאפובאר				
קאפולי	קאפולי	קאפולי				
קאפוליע	קאפוליע	קאפוליע				
קאַפּוליע	קאַפּוליע	קאַפּוליע				
קאַפּוליע 	קאַפּוליע 	קאַפּוליע				
קאפולנא	קאפולנא	קאפולנא				
קאפולע	קאפולע	קאפולע				
קאפוסט	קאפוסט	קאפוסט				
קאָפּוסט	קאָפּוסט	קאָפּוסט				
קאפוש	קאפוש	קאפוש				
קאָפּוש	קאָפּוש	קאָפּוש				
קאפושאן	קאפושאן	קאפושאן				
קאַפּושאַן	קאַפּושאַן	קאַפּושאַן				
קאַפּושאַן 	קאַפּושאַן 	קאַפּושאַן				
קאפושאני	קאפושאני	קאפושאני				
קאפוש גדול	קאפוש גדול	קאפוש	גדול			
קאַפּטער 	קאַפּטער 	קאַפּטער				
קאָפּטשיס	קאָפּטשיס	קאָפּטשיס				
קאפטשעווע	קאפטשעווע	קאפטשעווע				
קאָפּטשעווע	קאָפּטשעווע	קאָפּטשעווע				
קאָפּטשעװע	קאָפּטשעװע	קאָפּטשעװע				
קאָפּטשעװע 	קאָפּטשעװע 	קאָפּטשעװע				
קאָפּי	קאָפּי	קאָפּי				
קאפיטקעוויטש	קאפיטקעוויטש	קאפיטקעוויטש				
קאַפּיטקעװיטש 	קאַפּיטקעװיטש 	קאַפּיטקעװיטש				
קאפיטשוניץ	קאפיטשוניץ	קאפיטשוניץ				
קאפיטשיניץ	קאפיטשיניץ	קאפיטשיניץ				
קאָפּיטשיניץ	קאָפּיטשיניץ	קאָפּיטשיניץ				
קאפיטשינצי	קאפיטשינצי	קאפיטשינצי				
קאפיטשעניטץ	קאפיטשעניטץ	קאפיטשעניטץ				
קאפייגאראד ?	קאפייגאראד ?	קאפייגאראד	?			
קאָפּילאָװקע 	קאָפּילאָװקע 	קאָפּילאָװקע				
קאפין האגון	קאפין האגון	קאפין	האגון			
