א[רעדאַקטירן | רעדאקטירן קוואַלטעקסט],,
,,
קצינות,קצינעס,
קקיון־דיונה,קיקאָיען־דעיוינע,
קראי,קראָיִ,
קראים,קראָיִם,
קרבות,קרייוועס,
קרבן,קאָרבם‏[2],
קרבנות,"(אָדער אַמאָל קאָרבן לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
,קאָרבאָנעס,
קרבן־מינחה,קאָרבם־מינכע (אָדער אַמאָל קאָרבן־מינכע),
קרואים,קרויִם,
קרוב,קאָרעוו,
קרובים,קרויווים,
קרוב־למלכות,קאָרעוו־לעמאַלכעס,
קרובים־למלכות,קרויווים־לעמאַלכעס,
קרוב־למקח,קאָרעוו־לעמעקעך,
קרובה,קרויווע,
קרובות,קרויוועס,
קריאת־התורה,קריִעס־האַטוירע,
קריאת־שמע,קרישמע,
קריעה,קריִע,
קריעת־ים־סוף,קריִעס־יאַם־סוף,
קרירה,קרירע,
קרירות,קרירעס,
קרן,קערן,
קרן־היסוד,קערן־האַיעסאָד,
קרן־קימת,קערן־קאַיעמעס,
קרן־קימת לישראל,קערן־קאַיעמעס לעייִסראָעל,
קרקע,קאַרקע,
קרקעות,קאַרקאָעס,
קרקע־בתולה,קאַרקע־פּסולע,
קרשים,קראָשים,
קשה,קאָשע,
קשיא,קאַשע,
קשיות,קאַשעס,
קשר,קעשער,
קשרים,קשאָרים,
,,
ר[רעדאַקטירן | רעדאקטירן קוואַלטעקסט],,
,,
ר (אויך די צאָל 200),ר,
ראָוי,ראָע,
ראָוי־לברכה,ראָע־ליווראָכע,
ראָוי־להוראה,ראָע־לעהויראָע,
ראיה,ראַיע,
ראיות,ראַיעס,
ראיה,ריִע,
ראיה־לדבר,ראַיע־לעדאָווער,
ראש,ראָש,
ראשים,ראָשים,
ראש־בית־דין,ראָש־בעזדן (אָדער אַמאָל ראָש־בעזן),
ראשי־בית־דין,ראָשע־בעזדן (אָדער אַמאָל ראָשע־בעזן),
ראש־גוי,ראָש־גוי,
ראש־הגולה,ראָש־האַגוילע,
ראשי־הגולה,ראָשע־האַגוילע,
ראש־המדברים,ראָש־האַמעדאַברים (אָדער אַמאָל ראָש־האַמדאַברים),
ראשי־המדברים,ראָשע־האַמדאַברים,
ראש־הקהל,ראָש־עקאָאָל‏[2],
ראשי־הקהל,"(אָדער אַמאָל ראָש־אַקאָאָל לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
,ראָשעקאָאָל,
ראש־השנה,ראָש־עשאָנע,
ראש־וראשון,ראָש־ווערישן,
ראש־חודש,רעש־כוידעש‏[2],
,"(אָדער אַמאָל ראָש־כוידעש לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
ראש־ישיבה,ראָש־עשיווע‏[2],
ראשי־ישיבות,"(אָדער אַמאָל ראָש־יעשיווע לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
,ראָשעשיוועס‏[2],
,"(אָדער אַמאָל ראָשע־יעשיוועס אָדער ראָש־יעשיוועס לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
ראש־עירון,רעש־איירן,
ראשו־ורובו,רוישע־ווערובע,
ראשי־פרקים,ראָשע־פּראָקים,
ראשי־תיבות,ראָשע־טייוועס,
(ר״ת),,
ראשון,רישן,
ראשונים,רישוינים,
ראשית,ריישעס,
ראשית־חכמה,ריישעס־כאָכמע,
ראשית־כל,ריישעס־קאָל,
רב,ראָוו,"""ווײַל אלע האלטן, אז זי איז ניט שולדיק, זי שטאמט פון ראבאָנים."""
רבנים,ראַבאָנים,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 10."
רב,רעב,
(ר׳),,
רב־הכולל,ראַוו־האַקוילעל,
רבא־דרבנן (געניצט אין דעם ייִדישן וואָרט צורבא־דרבנן),רווע־דעראַבאָנען,
רבונו־דעלמא,ריבוינע־דעאַלמע,
רבונו־דעלמא־כולא,ריבוינע־דעאַלמע־קולע,
רבונו־של־עולם,רעבוינע־שעל־אוילעם,
(רבש״ע),,
רבותא,רעוווּסע,
רבותי,ראַבויסײַ,
רבותים,ראַבויסים,
רבי,רעבע,
רביים,ראַבעיִם,
רבים,ראַבים,
רביעי,רעוויִיִ,
רבנו,ראַביינו,
רבנות,ראַבאָנעס,
רבנן־קדיש,ראַבאָנען־קאַדעש,
רבקה,ריווקע (אָדער אַמאָל ריפֿקע),
רגזן,ראַגזן,
רגזנים,ראַגזאָנים,
רגיל,ראָגל,
רגילים,רעגילים,
רגילות,רעגילעס,
רגל,רעגל,
רגלים,רעגאָלים,
רגלים,ראַגלאַיִם,
רגע,רעגע,
רגע־כמימרא,רעגע־קעמימרע,
רדיפה,רעדיפֿע,
רדיפות,רעדיפֿעס,
רואה־ואינו־ניראה,רויע־וועיינע־נירע,
רואה־חשבון,רויע־כעזשבם,
רואי־חשבון,רויע־כעזשבם,
רוב,ראָוו,
רוב־מנין־ורוב־בנין,ראָוו־מיניען־וועראָוו־ביניען,
רוגז,רויגעס,
רוגזה,רוגזע,
רודף,רוידעף,
רודפים,ראָדפֿים,
רודף־כבוד,רוידעף־קאָוועד,
רודפי־כבוד,רוידפֿע־קאָוועד‏[2],
,"(אָדער אַמאָל ראָדפֿע־קאָוועד לויט ""אַרומנעמיק ייִדיש־ענגליש ווערטערבוך"" פֿון חיים באָכנער און שלום ביינפֿעלד)",
רודף־שלום,רוידעף־שאָלעם,
רודפי־שלום,ראָדפֿע־שאָלעם,
רווח,רעוועך,
רווחים,רעוואָכים,
רוח,רועך,
רוחות,רוכעס,
רוח־הקודש,רועך־האַקוידעש,
רוח־חיים,רועך־כאַיִם,
רוח־שטות,רועך־שטוס,
רוחניות,רוכניִעס,
רועה־זונות,רויע־זוינעס,
רועי־זונות,רויע־זוינעס,
רופא,רויפֿע,
רופאים,רויפֿים,
רוצח,רעצייעך,
רוצחים,ראָצכים,
רושם,רוישעם,
רות,רוס,
רזין־דרזין,ראָזן־דעראָזן,
רח״ש,ראַכאַש (אָדער אַמאָל רעכאַש),
רחבות,ראַכוועס,
רחום,ראַכעם,
רחום־וחנון,ראַכעם־וועכאַנען,
רחל,ראָכל,
רחמים,ראַכמים,
רחמן,ראַכמען,
רחמנים,ראַכמאָנים,
רחמנים־בני־רחמנים,ראַכמאָנים־בניי־ראַכמאָנים,
רחמנא־יצילנו,ראַכמאָנע־יעציליינו,
רחמנא־לצלן,ראַכמאָנע־ליצלאַן,
(ר״ל),,
רחמנות,ראַכמאָנעס,
רחמנות־פנים,ראַכמאָנעס־פּאָנעם,
ריאה (אָדער אַמאָל ראה),רייע,
ריאות,רייעס,
ריבית,ריבעס,
ריווח (אָדער אַמאָל רווח),רייוועך,
ריווחים,רעוואָכים,
ריח,רייעך,"""דאָס האָט ער אין שלאָף דערשמעקט רעב זעלמעלעס רייעך,..."""
ריחות,רייכעס,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 6."
ריח־ניחוח,רייעך־ניכויעך,
ריסוק־אברים,ריסעק־אייוורים,
ריק,רייק,
ריקים,רייקים,
ריקוד,ריקעד,
ריקודים,ריקודים,
ריש,רייש,
רישעות (אָדער אַמאָל רשעות),רישעס,
רכילות,רעכילעס,
רמאות,ראַמאָעס,
רמאי,ראַמײַ,
רמאים,ראַמאָיִם,
רמז,רעמעז,
רמזים,רעמאָזים,
רמח אברים,ראַמאַך אייוורים,
רעה,ראָע,
רעות,ראָעס,
רעיון,ראַיען,
רעיונות,ראַיוינעס,
רעיתו,ראַיאָסע,
רעיתי,ראַיאָסי,
רעש,ראַש,
רפואה,רעפֿוע,
רפואות,רעפֿועס,
רפואה־שלמה,רעפֿוע־שליימע,
רצון,ראָצן,
רצועה,רעצוע,
רצועות,רעצועס,
רצחן,ראַצכן,
רצחנים,ראַצכאָנים,
רצחנות,ראַצכאָנעס,
רציחה,רעציכע,
רציחות,רעציכעס,
רק,ראַק,
רשות,רעשוס,"""די קינדער פלעגן שפּעטער איבערגיין אין רעב זעלמעלעס רעשוס,..."""
,,"פֿון דעם בוך ""זעלמעניאנער"" פֿון מוישע קולבּאק, דף 5."
רשות־היחיד,רעשוס־האַיאָכעד,
רשות־הרבים,רעשוס־האָראַבים,
רשי,ראַשע,
(רש״י),,
רשי־כתב,ראַשע־קסאַוו,
רשימה,רעשימע,
רשימות,רעשימעס,
רשע,ראָשע,
רשעים,רעשאָיִם,
רשע־מרושע,ראָשע־מערושע,
רשעת,רעשאַס,
,,
ש[רעדאַקטירן | רעדאקטירן קוואַלטעקסט],,
,,
ש (אויך די צאָל 300),ש\ס,
שאול־תחתיה,שויל־טאַכטיִע (אָדער אַמאָל שאָל־טאַכטיִע),
שאלה,שײַלע,
שאלות,שײַלעס,
שאלת־תשובות,שײַלעס־טשוּוועס,
שאלות־ותשובות (אָדער אַמאָל שאלות־תשובות),שײַלעס־אוטשוּוועס (אָדער אַמאָל שײַלעס־טשוּוועס),
שאלת־נשים,שײַלעס־נאָשים,
שאלות־נשים,שײַלעס־נאָשים,
שאר־בשר,שייר־באָסער,
שאר־ירקות,שאַר־יעראָקעס (אָדער אַמאָל שאָר־יעראָקעס),
שארית־הפליטה,שיירעס־האַפּלייטע,
שב,שעבע (אָדער אַמאָל שעבאַ),
שבא,שוואָ,
שבועה,שוווּע,
שבועות,שוווּעס,
שבועות,שוווּעס,
שבועי־שבועות,שוווּע־שוווּעס,
שבח,שוואַך,
שבחים,שוואָכים,
שבט,שוואַט,
שבט,שייוועט,
שבטים,שוואָטים,
שבט־מוסר,שייוועט־מוסער,
שביה,שיוויע,
שביעי,שוויִיִ,
שבע־ברכות,שעווע־בראָכעס,
שבע־חכמות,שעווע־כאָכמעס,
שבר (געניצט אין דעם ייִדישן ווערב שברן),שאַבער,
שבר,שעווער,
שברים,שוואָרים,
שבת,שאַבעס,
שבתים,שאַבאָסים,
שבת־בראשית,שאַבעס־בריישעס,
שבת־גוי,שאַבעס־גוי,
שבת־גויים,שאַבעס־גוייִם,
שבת־הגדול,שאַבעס־האַגאָדל,
שבת־חזון,שאַבעס־כאַזאָן,
שבת־יום־טוב,שאַבעס־יאָן־טעוו,
שבת־מברכים,שאַבעס־מעוואָרכים,
שבת־נחמו,שאַבעס־נאַכמו,
שבת־קודש,שאַבעס־קוידעש,
שבת־שובה,שאַבעס־שוּווע,
שבת־שירה,שאַבעס־שירע,
שבת־תשובה,שאַבעס־טשוּווע,
שגיאה,שגיִע,
שגיאות,שגיִעס,
שגץ,שייגעץ,
שד,שעד (אָדער אַמאָל שין־דאַלעט),
שדים,שיידים,
שד״ר,שאַדאַר,
שדי,שאַדײַ,
שדכן,שאַטכן,
שדכנים,שאַטכאָנים,
שדכנות,שאַטכאָנעס,
שדרה,שעדרע,
שדרות,שעדרעס,
שהחיינו,שעכייאָנו,
שהיות,שיִעס,
שהכל,שעהאַקל (אָדער אַמאָל שאַקל),
שואל־עצה,שויעל־אייצע,
שוגג,שויגעג,
שווא,שוואָ,
שווא,שייווע,
שווא־ושקר,שאַוועשעקער,
שווה־בשווה,שאָווע־בעשאָווע,
שווה־כסף,שאָווע־קעסעף,
שווה־לכל־נפש,שאָווע־לעכאָל־נעפֿעש,
שווה־פרוטה,שאָווע־פּרוטע,
שוחד,שויכעד,
שוחט,שויכעט,
שוחטים,שאָכטים,
שוחטות,שאָכטעס,
שוטה,שויטע,
שוטים,שויטים,
שוטר,שויטער,
שוטרים,שאָטרים,
שוכן־עפר,שויכן־אָפֿער,
שוכני־עפר,שאָכניי־אָפֿער,
שולחן,שולכן,
שולחן־ערוך,שולכן־אָרעך,
שולט,שוילעט,
שומו שמים,שוימו שאָמאַיִם,
שומע,שוימייע,
שומר,שוימער,
שומרים,שאָמרים,
שומר דירות ישראל,שוימער דירעס ייִסראָעל,
(אָפֿט געשריבן אַלס שדי),,
שומר־ומציל,שוימער־אומאַצל,
שומר־חינם,שוימער־כינעם,
שומר־ישראל,שוימער־ייִסראָעל,
שומר־מיצוות,שוימער־מיצוועס,
שומרי־מיצוות,שאָמרע־מיצוועס,
שומר־שבת,שוימער־שאַבעס,
שומרי־שבת,שאָמרע־שאַבעס,
שומר־שכר,שוימער־סאָכער,
שונא,סוינע,
שונאים,סאָנים,
שונא־ישראל,סוינע־ייִסראָעל,
שונאי־ישראל,סוינע־ייִסראָעל,
שונא־ציון,סוינע־ציִען,
שונאי־ציון,סוינע־ציִען,
שופט,שויפֿעט,
שופטים,שאָפֿטים (אָדער אַמאָל שויפֿטים),
שופך־דם,שויפֿעך־דאַם,
שופך־דמים,שויפֿעך־דאָמים,
שופר,שויפֿער,
שופרות,שויפֿרעס,
שופר־של־משיח,שויפֿער־שעל־מעשיִעך,
שור־בור,שור־בור,
שור־הבר,שאָר־אַבאָר,
שור־הניסקל,שאָר־אַניסקל,
שורה,שורע,
שורות,שורעס,
שורק,שורעק,"""א פארצײַטיקער מויער מיט א צעקרישלטן טינק און צוויי שורעס הײַזער פול מיט זעלמעלעך."""
