Base,Romanized,Yiddish,Gloss,Definition
,,"שיכּור [שיקער] 2. מ ־ים [שיקורים] (וו ־טע)
",,пьяный в знач. сущ.; пьяница
,,שיכּור לוט [שיקער לאָט] א פּרעד.,,пьяный
,,"שיכּור׀ן [שי^קערן] (געשיכּורט [געשיקערט])
",,"пить (злоупотреблять алкоголем),"
,,"שיכּורניק [שיקאָרניק] מ ־עס (וו ..ניצע)
",,"горький пьяница; пропойца, забулдыга"
,,"שיכּורערהייט [שי^קערערהיי^ט] אדוו.
",,в пьяном/нетрезвом виде; во хмелю;
,,שיכּחה [שיקכע] וו,,забвение; забывание;
,,שיכט מ ־ן,,1. слой; прослойка; пласт
,,שיכטיק א,,слоистый
,,"שיכל ז ־עך דימ. זען שוך
",,"שיכּרות [שיקרעס] ז	1. опьянение, хмель"
,,"שילד מ, וו ־ן",,1. щит
,,שילדדריז וו,,щитовидная железа
,,שילדל ז ־עך (דימ. פון שילד),,"табличка,"
,,שי^לדערונג וו ־ען,,"изображение,"
,,שי^לדער׀ן (געשילדערט),,"изображать,"
,,"שילדקראָט, שילדקרויט, שילדקרעט מ ־ן
",,черепаха
,,שילט׀ן (געשאָלטן),,"ругать, бранить;"
,,"שילטן אק. מיט טויטע קללות [קלאָלעס]
",,осыпать страшными проклятиями
,,שיליוע מ ־ס,,"бездельник, шалопай;"
,,שי^לינגער מ,,название старинной монеты
,,מע קען אים ווי אַ בייזן שילינגער,,его
,,שילער מ ־ס (וו ־ין),,ученик; школьник;
,,שילשול [שילשל] מ,,понос
,,שימל מ,,плесень
,,שימל׀ען (געשימלט),,плесневеть
,,שימער מ,,"мерцание, блеск, сверкание"
,,"שימעריצע וו ־ס זען טשעמעריצע
",,"שימעריר׀ן (שימערי^רט), שי^מער׀ן"
,,(געשימערט),,мерцать; слабо светить;
,,שימפּאַנזע וו ־ס,,шимпанзе
,,"שין מ, וו ־ען",,шин – название
,,שינביין מ ־ער,,берцовая кость
,,שינדל וו ־ען,,"дранка, щепа"
,,"שינדלער מ =, ־ס",,"ремесленник,"
,,שינד׀ן (געשונדן),,1. снимать/сдирать/
,,"שינדער מ =, ־ס",,1. живодёр
,,שינוי [שינע] וו ־ים [שינויִם],,"изменение,"
,,שינע וו ־ס,,1. шина (колёсная)
,,שינע^ל מ ־ן,,шинель
,,שינקע וו ־ס,,ветчина; (свиной) окорок
,,שיסל וו ־ען,,"миска, таз;"
,,שיסלאָך וו ..לעכער,,бойница; амбразура
,,שיס׀ן (געשאָ^סן),,"1. стрелять, бить,"
,,שיסן אויף/אין,,стрелять по/в...
,,שיסער מ ־ס,,стрелок
,,שיסעריי^ ז ־ען,,"стрельба, пальба;"
,,שי^ספּלאַץ מ ..פּלעצער,,стрельбище
,,שיעור [שיִער] מ ־ים [שיִורים],,"мера, предел"
,,אָן אַ שיעור,,"1) без конца, бесконечно"
,,וואַרטן אָן אַ שיעור,,тж. ждать целую
,,אָן אַ שיעור אַרבעט,,непочатый край
,,צרות [צאָרעס] אָן אַ שיעור,,куча бед/
,,וויפל איז דער שיעורЯ,,"как долго ещёЯ,"
,,"שיִער [שיר, שיִער] (ניט) אדוו.",,1. чуть/едва
,,ער איז שיִער ניט או^מגעקומען,,он чуть/
,,איך האָב עס שיִער ניט געזאָ^גט,,я чуть
,,שיִער ניט פאַרגעסן,,чуть было не забыл
,,"ער איז שיִער ניט דער בעסטער
",,שאַכמאַטי^סט ביי אונדז אין שטאָט	он
,,שיפּוע מ ־ים [שיפּויִם],,склон; уклон; спуск;
,,"שיפּיליאַווע א, אדוו. זען שעפּעליאַווע
",,"שיפּע וו	пики, пиковая масть"
,,שיפּע זי^בעלע ז ־ך,,незначительный/
,,שיפּעטילניק מ ־עס,,"мошенник, плут;"
,,שיפּע׀ן (געשיפּעט),,шипеть
,,שיף ¹ וו ־ן,,"корабль, судно"
,,אויף דער שיף,,тж. на борту (судна)
,,שיף ² א,,"косой, скошенный, наклонный"
,,שי^ף..,,"корабельный, судовой"
,,"שיפבראָך מ זען שיפברוך
",,"שי^פברודער מ ..ברידער	тот, кто"
,,שיפברוך מ,,кораблекрушение
,,לייד׀ן שיפברוך,,терпеть
,,שיפיק א,,судоходный
,,שיפל ז ־עך (דימ. פון שיף ¹ ),,тж. лодка;
,,שיפלות [שיפלעס] ז,,низкое положение;
,,שיפ׀ן זיך (געשי^פט זיך),,ездить/ехать/
,,שיפסלייט מצ.,,"экипаж (судна), матросы"
,,שיפער ¹ מ ־ס,,шифр
,,"שיפער ² מ =, ־ס",,моряк; матрос;
,,שיפעריי^ ז,,судоходство; судовождение
,,שי^פערשטיין מ,,шифер; аспид; сланец
,,שי^פקאַרטע וו ־ס,,билет на судно
,,שיפרי^רט א,,(за)шифрованный
,,שיפריר׀ן (שיפרי^רט),,шифровать
,,שי^פשוועסטער וו =,,"та, кто в качестве"
,,"שיצוואַל מ ־ן זען שוצוואַל
",,שי^צמיטל ז ־ען זען שוצמיטל
,,שיצ׀ן (געשי^צט),,"1. защищать, охранять;"
,,שיק מ,,шик
,,"שיקול־הדעת [שיקל־האדא^ס] מ
",,"обдумывание, взвешивание"
,,שיקזאַל מ,,судьба
,,"שי^קייִנגל ז, מ ־עך",,мальчик на посылках/
,,שי^קלדיק א,,"косой, косоглазый"
,,שיקל׀ען (געשיקלט),,1. быть кос(оглаз)ым
,,שיק׀ן ¹ (געשי^קט),,"посылать, отправлять"
,,"שיק׀ן ² זיך (געשי^קט זיך) זען געשיקן זיך
",,"שיקסע וו ־ס (דימ. שיקסל ז, שי^קסלקע וו)"
,,"שיקע׀ן (געשיקעט) זען שאַקען
",,שיר ¹ מ ־ים	стихотворение (особ.
,,"שיר ² אדוו. זען שיִער (ניט)
",,שירה [שירע] וו (מצ. שירות)	1. хвалебная
,,"שיר־המעלות [שיר(־ה)אמיי^לעס] מ ־ן
",,"1. «¿еснь ступеней», «¿еснь"
,,שיריים [שיראיִם] מצ.,,"1. остатки еды,"
,,שירמע וו ־ס,,ширма прям. и перен.
,,שירעם מ ־ס,,зонт(ик)
,,שירץ מ ־ן,,"передник, фартук"
,,שישי מ,,"тот, кто вызван в синагоге"
,,שישים מצ.,,шестьдесят (лет)
,,שישקע וו ־ס,,1. шишка (хвойных
,,(גרויס׀ע/הויכ׀ע) שישקע,,шишка ирон.
,,"שכבת־זרע וו זען שיכבת־זרע
",,שכונה [שכונע] וו (מצ. שכונות)	квартал;
,,שכיב־מרע [שכי^וומערא] מ,,смертельно
,,שכיח [שכיִעך] א פּרעד.,,"обычный, нередкий,"
,,שכן [שאָכן] מ ־ים [שכיינים] (וו ־טע),,1. сосед
,,שכנה [שכיינע] וו (מצ. שכנות),,1. соседка
,,שכנות [שכיינעס] ז,,соседство
,,שכנותדיק [שכיי^נעסדיק] א,,соседний;
,,שכניש [שכייניש] א,,"1. соседний,"
,,שכנישאַפט [שכיי^נישאפט] וו ־ן,,соседство
,,שכר [שייכער] מ,,"пиво, брага"
,,"שלאַבאַ^ן מ (מצ. ־ען), שלאַבאַ^נט מ (מצ. ־ן)
",,1. дорожная застава
,,שלאַ^בעריק א,,"1. слабый, ослабленный"
,,שלאָג 1. מ (מצ. שלעג),,удар (по живому
,,שלאָג 2. מ ־ן,,удар (звук;
,,שלאָ^גאָדער מ,,пульс
,,שלאָ^ג־אינסטרומענט מ ־ן,,ударный
,,שלאָגוואָרט ז ..ווערטער,,лозунг
,,"שלאָגל(ו)יט מ, ז",,припой
,,שלאָגלער מ ־ס (וו ־ין),,ударник (рабочий);
,,שלאָג׀ן (געשלאָגן),,"1. бить, ударять,"
,,שלאָגן דעם שׂונא [סוינע],,бить врага
,,שלאָגן מיט אַ האַמער,,бить молотком
,,דער זייגער שלאָגט צוועלף ביי נאַכט,,часы
,,פונעם קוימען שלאָגט אַ רויך,,из трубы
,,"דאָס האַרץ האָט אָ^נגעהויבן שלאָגן
",,שטאַרקער сердце забилось сильнее
,,שלאָגן פּוטער,,бить/сбивать масло;
,,"l שלאָגן אומפּ. פון דאט. (מיט):
",,ס'שלאָגט פונעם אויוון מיט היץ	от печки
,,ס'שלאָגט פון אים מיט קנאָבל,,от него
,,l שלאָגן זיך,,"1) биться, ударяться"
,,"שלא־כּדרך־הטבע
",,[שעלוי^־קעדע^רעך־האטע^ווע] א פּרעד.
,,שלאַכט וו ־ן,,"бой, сражение, битва;"
,,שלאַכטהויז ז ..הייזער,,"помещение, где"
,,שלאַכטמאַן מ ..טלייט,,"боец, воин"
,,שלאַכטפעלד ז ־ער,,поле боя/битвы/брани
,,שלאָכצ׀ן (געשלאָ^כצט),,рыдать;
,,"שלאַנג וו (מצ. ־ען, שלענג, דימ. שלענגל)
",,1. змея
,,"3.:
",,פּאַפּי^רענ׀ע שלאַנג	воздушный змей
,,שלאַנגיש א,,"змеиный, гадючий (злой,"
,,שלאַנק א,,"тонкий, стройный"
,,"שלאָס ¹ מ (מצ. שלעסער, דימ. שלעסל)
",,1. замо^к; запор
,,שלאָס ² מ (מצ. שלעסער),,за^мок
,,שלאָסער מ ־ס,,слесарь
,,שלאָסעריי^ 1. ז,,1. слесарное дело
,,שלאָסעריי^ 2. וו ־ען,,2. слесарная
,,"שלאַפּע׀ן (געשלאַפּעט), שלאָפּע׀ן
",,(געשלאָפּעט) זען שליאַפּען
,,שלאַף א,,1. больной
,,שלאָף מ,,сон (состояние)
,,האַרט׀ער שלאָף,,крепкий сон
,,רעד׀ן פון שלאָף,,"говорить во сне,"
,,דער שלאָף נעמט ניט אק.,,не спится
,,"שלאָפבאַנק וו ..בענק זען באַנקבעטל
",,שלאָפהעמד ז ־ער	ночная рубашка
,,שלאָ^פוואַגאָן מ ־ען,,спальный вагон
,,שלאָפלאָז א,,бессонный
,,שלאָ^פלאָזיקייט וו,,бессонница
,,שלאָ^פמיטל ז ־ען,,снотворное (средство)
,,"שלאָ^פמיצל ז ־עך, ־ען",,ночной колпак
,,שלאָפ׀ן (האָט/איז געשלאָפן),,спать
,,שלאַפקייט וו ־ן,,1. болезнь
,,שלאָפראָק מ ..רעק,,домашний халат;
,,"שלאַק ¹ מ, ז (מצ. שלעק, דימ. שלעקל)
",,"1. (апоплексический) удар, апоплексия"
,,אַ שלאַק פון זיין ליבן נאָמען,,наказание
,,שלאַק ² מ,,шлак
,,שלאַקס מ ־ן,,ливень
,,שלאַ^קסרעגן מ ־ס,,"ливень, проливной"
,,שלווה [שאלווע] וו,,"тишина, спокойствие,"
,,"שלוחים [שלוכים] מצ. זען שליח
",,שלוי א	хитрый
,,"שלוכצ׀ן (געשלו^כצט) זען שלאָכצן
",,שלום [שאָלעם] מ	1. мир (отсутствие
,,ווער׀ן שלום,,мириться
,,אַריי^נ׀לייג׀ן זיך אין שלום,,стараться
,,שלום מאַכ׀ן מיט,,"примиряться,"
,,שלום מאַכ׀ן צווישן,,"мирить, примирять"
,,געב׀ן* דאט. שלום,,приветствовать;
,,שלומאַק מ ־עס,,прозвище активиста
,,שלום־ושלווה [שאָלעם־וועשא^לווע] מ,,мир
,,"שלום־זכר [שאָלעם־זאָ^כער] מ ־ס
",,"«поздравление с мальчиком»,"
