Base,Romanized,Yiddish,Gloss,Definition
,,צונויפפּרעסן דעם טעקסט,,сжать текст
,,(מיט),,совпадать
,,צונויפפאָר מ ־ן,,съезд
,,צונוי^פ׀פיר׀ן (צונוי^פגעפירט),,1. сводить/
,,אַ צופאַל האָט זיי צונויפגעפירט,,их свёл
,,צונויפפלעכטן די פינגער,,сплести пальцы
,,צונוי^פ׀ציִ׀ען (צונוי^פגעצויגן),,стягивать
,,זיך) (מיט),,"объединяться, связываться,"
,,זיך),,"ёжиться; корчиться, крючиться;"
,,צונוי^פ׀קויפ׀ן (צונוי^פגעקויפט),,скупать
,,צונויפקום מ ־ען,,"скопление (людей); сбор,"
,,צונוי^פ׀קלייב׀ן (צונוי^פגעקליבן),,"собирать,"
,,צונויפקנייטשן דעם שטערן,,наморщить/
,,צונוי^פ׀קניפּ׀ן (צונוי^פגעקניפּט),,связывать
,,צונוי^פ׀קער׀ן (צונוי^פגעקערט),,сметать
,,צונוי^פ׀רופ׀ן (צונוי^פגערופן),,созывать
,,צונוי^פ׀רוק׀ן (צונוי^פגערוקט),,сдвигать
,,צונויפרוקן די טישן,,сдвинуть/составить
,,צונויפרעד מ,,сговор (преступное
,,צונוי^פ׀שאַר׀ן (צונוי^פגעשאַרט),,сгребать
,,צונויפשטויס מ ־ן,,1. столкновение
,,(מיט),,"1. сталкиваться с..., удариться о..."
,,צונוי^פ׀שטופּ׀ן (צונוי^פגעשטופּט),,сдвигать
,,צונויפשטעלן אַן אויפנעמער,,собрать
,,צונויפשטעלן אַ געמי^ש,,составить смесь
,,צונויפשטעלן אַ ביבליאָטע^ק,,составить/
,,צונויפשטעלן אַ מאַנשאַפט,,составить/
,,צונויפשטעלן אַ צעטל,,составить список
,,צונויפשטעלן אַ פּלאַן,,составить/
,,צונויפשטעלן אַ ווע^רטערבוך,,составить
,,l צונויפשטעלן זיך פון,,"состоять, слагаться"
,,צונוי^פ׀שליס׀ן (צונוי^פגעשלאָסן),,"соединять,"
,,צונויפשליסן די רייען,,сомкнуть ряды
,,צונויפשליסן די דראָטן,,соединить провода
,,צונויפשמעלצן זיך,,сплавляться
,,צונטער מ ־ס,,трут
,,צונטער רויט,,"огненный, огненного"
,,צו^׀נייט׀ן (צו^גענייט),,пришивать
,,l צונעמען (ביי),,"забирать, (против воли,"
,,צונעמען ביים קינד דאָס שפּילכל,,забрать/
,,די אַרבעט האַט צוגענומען פיל צייט,,(эта)
,,צונעמען די רעכט,,лишить прав
,,צונעמען די האָ^פענונג,,отнять/убить
,,l צונעמען (אין),,"принимать, зачислять"
,,l צונעמען (פון),,принимать от кого-л.
,,צונעמען די אַנטשו^לדיקונגען,,принять
,,צו^נעמעניש ז ־ן,,"прозвище, кличка"
,,צו^׀סמאַליע׀ן (צו^געסמאַליעט),,давать
,,צו^פּאַסונג וו ־ען,,приспособление
,,"צו^פּאַסלער מ =, ־ס (וו ־ין)",,приспособленец
,,"צופּאַסלעריי^ ז, וו",,приспособленчество
,,צו^׀פּויזע׀ן (צו^געפּויזעט) (צו),,"приползать,"
,,צו^׀פּוצ׀ן (צו^געפּוצט),,приукрашивать
,,צופּ׀ן (געצו^פּט),,"щипать, дёргать,"
,,"די ציג צופּט גראָז, בלעטער",,коза щиплет
,,צו׀פּסקענ׀ען [צו^פּאסקענען] (צוגעפּסקנט [צו^געפּאסקנט],,присуждать
,,צופּסקענען דאט.,,тж. вынести решение
,,צופאַל מ ־ן,,"случай, случайность;"
,,צו^׀פאַל׀ן (איז צו^געפאַלן),,"наступать,"
,,ס'פאַלט צו די נאַכט,,"тж. смеркается,"
,,ס'איז צו^געפאַלן די נאַכט,,тж. ночь
,,l צופאַלן דאט.,,"выпадать на долю,"
,,l צופאַלן צו,,"1) бросаться, падать на..."
,,צופאַלן צו דער ערד,,припасть/
,,צופאָר מ ־ן,,"подъезд (действие; место,"
,,צופאָרן צום ברודער,,заехать/съездить
,,l צופאָרן אין/קיין,,"съездить, заезжать"
,,צופוסנ(ס) 2. מ,,подножие; изножье
,,צו^׀פייל׀ן (צו^געפיילט),,подпиливать
,,צו^׀פייפ׀ן (צו^געפייפט),,посвистывать
,,צופיר מ,,"привоз, подвоз, завоз"
,,צו^׀פיר׀ן (צו^געפירט),,"подвозить, завозить"
,,l צופירן (צו),,"приводить, подводить к..."
,,"צופלאָס, צופלוס מ",,1. прилив
,,דער צופלוס פון בלוט צום קאָפּ,,прилив
,,אַ צופלוס פון טוריסטן,,приток/наплыв
,,צופלייסנ(ס) אדוו.,,нарочно; в шутку
,,צו^׀פליס׀ן (איז צו^געפלאָסן),,"приливать,"
,,צו^׀פליִ׀ען (איז צו^געפלויגן) (צו),,"прилетать,"
,,צו^פעליק 1. א,,1. случайный
,,אַ צופעליק׀ע באַגע^געניש,,случайная
,,צופעליקע פאַרדינסטן,,случайные
,,צו^פעליק 2. אדוו.,,случайно; невзначай
,,אַ^רבעטער,,прикрепить практикантов
,,"צופריד_ן 1. א (פון, מיט)",,"довольный,"
,,"איך בין צופרידן, וואָס איך זע אייך",,тж. я
,,צופרידן שטעל׀ן,,"удовлетворять кого-л.,"
,,צופרידן 2. אדוו.,,"довольно, удовлетворённо"
,,צופרי^דנקייט וו,,"удовлетворение,"
,,צופרי^דנשטעליק א,,удовлетворительный
,,צו^׀פריר׀ן (צו^געפרוירן) צו,,примерзать
,,צוצאָל מ ־ן,,приплата
,,צו^׀צאָל׀ן (צו^געצאָלט),,приплачивать
,,צו^ציִונג וו ־ען,,притяжение; привлечение
,,צו^׀צייל׀ן (צו^געציילט),,считать
,,l צוציילן (דאט.),,передавать кому-л.
,,צו^׀ציִ׀ען (צו^געצויגן),,притягивать;
,,צוציִען צום גערי^כט,,привлечь к суду
,,צו^ציִענדיק א,,привлекательный;
,,צוציק מ ־עס,,"щенок перен.; мальчишка,"
,,צוק מ ־ן,,1. подёргивание; судорога
,,צו^׀קאָווע׀ן (צו^געקאָוועט),,приковывать
,,צו^׀קאָכ׀ן (צו^געקאָכט),,ещё немного
,,"צוקאָפּנ(ס) 1. אדוו. (פון, דאט.)",,"в головах,"
,,דיר צוקאָפּנס,,у тебя в головах
,,צוקאָפּנ(ס) 2. מ,,изголовье
,,צו^׀קויפ׀ן (צו^געקויפט),,"прикупать,"
,,צוקום מ ־ען,,"прибавка, прибыль,"
,,ס'איז צוגעקומען אַ סך [סאך] וואַסער,,воды
,,עס קומט דאט. נאָמ.,,кому-л. прибавляется
,,וואָס קומט דיר צו דערפו^ןЯ,,что ты
,,צו^קומעניש ז ־ן,,"инцидент, неприятность"
,,צוקונפט וו,,"1. будущее, грядущее"
,,צו^קונפטיק א,,"будущий, грядущий"
,,צו^קוקער מ ־ס (וו ־ין),,"зритель, свидетель,"
,,צו^׀קלאָג׀ן (צו^געקלאָגט),,жаловаться
,,צו^׀קלאַפּ׀ן (צו^געקלאַפּט),,"1. прибивать,"
,,צוקלאַפּן מיט דער טיר,,захлопнуть дверь
,,l צוקלאַפּן (צו),,пристукивать (в такт
,,צו^׀קלייב׀ן (צו^געקליבן),,"1. убирать,"
,,l צוקלייבן אק. צו/דאט.,,подбирать что-л.
,,צוקלייבן אַ שליסל צום שלאָס,,подобрать
,,צוקלייבן זיך אַן אָנצוג,,подобрать себе
,,צו^׀קליי׀ען (צו^געקלייט),,приклеивать
,,צו^׀קלעמ׀ען (צו^געקלעמט),,"прищемлять,"
,,צו^׀קלעפּ׀ן (צו^געקלעפּט),,"приклеивать,"
,,צוק׀ן (געצו^קט),,1. подёргиваться
,,l צוקן מיט,,"дёргать, двигать, шевелить,"
,,צוקן מיט די אַקסל,,пожимать/поводить
,,צוקן מיט די ברעמען,,поводить бровями
,,צו^׀קנאַק׀ן (צו^געקנאַקט) (צו),,прищёлкивать
,,צו^קנדיק א,,украшенный завитушками
,,צו^׀קניפּ׀ן (צו^געקניפּט),,привязывать
,,צו^׀קנעל׀ן (צו^געקנעלט),,1. ещё немного
,,צו^׀קנעפּל׀ען (צו^געקנעפּלט),,застёгивать
,,צו^׀קעמ׀ען (צו^געקעמט),,причёсывать
,,צוקער מ,,сахар
,,צו^קער־בוריק מ ־עס,,"сахарная свёкла,"
,,"צו^קער־בעקער מ =, ־ס (וו ־ין)",,кондитер
,,צו^קער־געבעקס ז ־ן,,мучные
,,צו^קערדיק א,,сахарный (сладкий);
,,צו^קערוואַרג ז,,"сла(до)сти, кондитерские"
,,צו^קער־לעקעך מ ־ער,,"пряник, коврижка"
,,צו^קער־מאַנדל מ ־ען,,обжаренный и
,,צו^קערן ¹ 1. א,,сахарный (содержащий
,,צו^׀קער׀ן ² (צו^געקערט),,подметать
,,צוקערניע [не] וו ־ס,,1. сахарный завод
,,צו^קערניצע וו ־ס,,сахарница
,,צוקערניק מ ־עס,,кондитер
,,צוקערקע וו ־ס,,конфета; леденец
,,צו^קער־קראַנק׀ער מ דעק.,,диабетик
,,צו^קערקרענק וו,,"диабет, сахарная болезнь"
,,צו^קערראָר מ,,сахарный тростник
,,צו^׀קריג׀ן (צו^געקראָגן),,получать
,,צוקריגן זיך צו,,добираться до...
,,צו^׀קרעכצ׀ן (צו^געקרעכצט),,сопровождать
,,צו^׀ראַמ׀ען (צו^געראַמט),,"убирать,"
,,צורבא־דרבנן [צורווע־דעראבאָ^נען] מ,,евр.
,,צורה [צורע] וו (מצ. צורות),,"лицо,"
,,אַ לי^כטיק׀ע צורה,,"сияющее лицо,"
,,אַ פּאַסקודנ׀ע צורה,,мерзкая рожа
,,צו^׀רופ׀ן (צו^גערופן),,подзывать; окликать
,,צו^׀רוק׀ן (צו^גערוקט),,"придвигать,"
,,צורוקן זיך,,"придвигаться, пододвигаться;"
,,צו^׀ריגל׀ען (צו^געריגלט),,запирать
,,צו^׀ריכט׀ן (צו^געריכט),,"1. приготовлять,"
,,צורי^ק 1. אדוו.,,"1. назад, обратно"
,,אַהי^ן און צוריק,,"туда и обратно, в оба"
,,אַווע^ק׀לייג׀ן צוריק,,положить назад/
,,אָ^פּ׀געב׀ן צוריק,,отдать/вернуть (назад)
,,מיט... צוריק,,(тому) назад
,,מיט פינף יאָר צוריק,,пять лет (тому)
,,שיס׀ן צוריק,,стрелять в ответ
,,צוריק געזו^נט ווערן,,снова становиться
,,צורי^ק גערע^דט,,с другой стороны; если
,,l (אויף) צוריק,,1) назад (к задней
,,או^מ׀קוק׀ן זיך אויף צוריק,,оглянуться
