unique	NE
דינקעלע	PER
דיק	PER
דיקענס	PER
דיקשטיין	PER
דיקשטײן	PER
דירעקטאָראָװיטש	PER
דײװ	PER
דײװיד	PER
דײַטש	PER
דײַכע	PER
דײכעס	PER
דײמאָנט	PER
דײמאָנטשטײן	PER
דײנע	PER
דײקסעל	PER
דלוזשנאָווסקי	PER
דלוזשנאָװסקי	PER
דליה	PER
דן	PER
דניאל	PER
דניאלקע	PER
דעגענשטײן	PER
דעװידסאָן	PER
דעװענישסקי	PER
דעיוו	PER
דעיװ	PER
דעכטצײט	PER
דעל	PER
דעלמין	PER
דעמאָנט	PER
דעמבּיצער	PER
דעמבּלין	PER
דעמבּעװסקי	PER
דענציס	PER
דענק	PER
דעססער	PER
דראַבּקין	PER
דראָזדאָוויטש	PER
דראָזדאָװיטש	PER
דראַכלער	PER
דראַנאָוו	PER
דראַנאָװ	PER
דרוקער	PER
דרוּקער	PER
דרױאַן	PER
דרייבּלאַט	PER
דרייזין	PER
דרייזינאַ	PER
דרייקורס	PER
דרימער	PER
דרײבּלאַט	PER
דרײזין	PER
דרײזינאַ	PER
דרײזל	PER
דרײזע	PER
דרײזעלע	PER
דרײצל	PER
דרײקורס	PER
ה.	PER
ה. א.	PER
האַבסבורג	PER
האבּער	PER
האַבּער	PER
האַבּערמאַן	PER
האָדל	PER
האָדע	PER
האָדעלע	PER
האָדעם	PER
האוזנער	PER
האור	PER
האַזענבּערג	PER
האָכבּאַן	PER
האָכבּערג	PER
האָכבּערגער	PER
האָכשטיין	PER
האָכשטײן	PER
האַלבּערשטאַם	PER
האָלדער	PER
האַלטער	PER
האָלענדער	PER
האַלפּער	PER
האַלפּערין	PER
האַלפּערן	PER
האָלצבּערג	PER
האָלצמאַן	PER
האָלצער	PER
האַלקין	PER
האַמבּורגער	PER
האַמער	PER
האַנדפוס	PER
האַנדפֿוס	PER
האָניגבּױם	PER
האָניגמאַן	PER
האַנס	PER
האַנע	PER
האַנערבּערג	PER
האַס	PER
האַפֿמאַן	PER
האָפמאַן	PER
האָפֿמאַן	PER
האָפֿנבּערג	PER
האפנער	PER
האָפּע	PER
האָפֿשטײַן	PER
האַקען	PER
האַר	PER
האָראָוויץ	PER
האָראָוויץ-זילבערמאַן	PER
האָראָװיץ	PER
האַרבּערג	PER
האַרט	PER
האַרטמאַן	PER
הארטענשטײן	PER
האַרי	PER
האַרמאַן	PER
האָרן	PER
האָרנשטיין	PER
האָרנשטײן	PER
האַרעדאָרף	PER
האַרעל	PER
האָשקע	PER
האָשקעלע	PER
הגדה פון יעקינא	PER
הדסה	PER
הורוויץ	PER
הורװיטש	PER
הורװיץ	PER
הושע	PER
היבּינער	PER
היטלער	PER
היטעלמאַן	PER
היידען-פּריזאַמענט	PER
הייליגמאַן	PER
היימאַן	PER
היימי	PER
היינע-היימאָוויאש	PER
היינע-חיימאָוויטש	PER
היינצע	PER
הילדאַ	PER
הילל	PER
היללקע	PER
הילמאַן	PER
הילסבּערג	PER
הילעל	PER
הילקע	PER
הילקעלע	PER
הימלהאָך	PER
הינדל	PER
הינדע	PER
הינדעלע	PER
הינדקע	PER
הירװיטש	PER
הירש	PER
הירשאָװיטש	PER
הירשבּיין	PER
הירשבּיין-טרופּע	PER
הירשבּײן	PER
הירש גדלי’	PER
הירשין	PER
הירשל	PER
הירש-מאיר	PER
הירשע	PER
הירשעלע	PER
הירשענבּוים	PER
הירשפעלד	PER
הירשפֿעלד	PER
הירש-פּרץ	PER
הירשקע	PER
הירשקעלע	PER
הײַדן	PER
הײדען	PER
הײזעריקער	PER
הײַלבּלום	PER
הײליגמאַן	PER
הײמאָװיאש	PER
הײמאָװיטש	PER
הײמאַן	PER
הײַמאַן	PER
הײמי	PER
הײנריך	PER
הלוי	PER
הלל	PER
הלל, דר.	PER
הלל-לייבּ	PER
הלל-לײבּ	PER
העלא	PER
העלד	PER
העלזנער	PER
העלין	PER
העלמאַן	PER
העלען	PER
העלענא	PER
העלענאַ	PER
העלער	PER
העלפמאַן	PER
העלפֿמאַן	PER
הענדל	PER
הענדעל	PER
הענדעלע	PER
העני	PER
העניג	PER
העניגסבּערג	PER
העניך	PER
העניע	PER
הענע	PER
הענעך	PER
הענעכקע	PER
הענקע	PER
הענקעלע	PER
הענרי	PER
הענרי מ.	PER
הענרי מאָריס, דר.	PER
הענריעטאַ	PER
הענריק	PER
העסיע	PER
העפֿטמאַן	PER
העקדישמאַן	PER
העראָלד	PER
הערבסט	PER
הערבּסט	PER
הערי	PER
הערי א.	PER
העריס	PER
העריק	PER
הערמאַלין	PER
הערמאן	PER
הערמאַן	PER
הערץ	PER
הערצאָג	PER
הערצבּלוט	PER
הערצבערג	PER
הערצבּערג	PER
הערצל	PER
הערצלין	PER
הערצעלע	PER
הערש	PER
הערשבּערג	PER
הערש-דוד	PER
הערש-יונה	PER
הערשל	PER
הערש-לייב	PER
הערש-לייבּ	PER
הערש-לײבּ	PER
הערשמאַן	PER
הערשעל	PER
הערשעלע	PER
הערשקאָוויטש	PER
הערשקאָװיטש	PER
העשל	PER
העשעל	PER
העשעלע	PER
העשקל	PER
העשקעלע	PER
הררי	PER
וו.	PER
וו. מ.	PER
וואַגנער	PER
וואדיא	PER
וואָהל	PER
וואָהלמאַן	PER
וואולמאַן	PER
וואולף	PER
וואי	PER
וואַכטעל	PER
וואָלאָדיאַ	PER
וואָלאָזשינער	PER
וואָלגעשאַפען	PER
וואַלדבּערג	PER
וואָלדעמאַר	PER
וואָלהענדלער-קרויזע	PER
וואַלטער	PER
וואַליער	PER
וואַלערשטיין	PER
וואלף	PER
וואָלף	PER
וואָלפזאָהן	PER
וואָלפינע	PER
וואָלפסזאָהן האַללע	PER
וואָלפסטאַט	PER
וואָלפסטאַל	PER
וואלפשטאט	PER
וואלצינאק	PER
וואַמפּיראַ	PER
וואַסערייך	PER
וואַסערמאַן	PER
וואַקסמאַן	PER
וואָראָבּעיטשיק	PER
וואראדי	PER
וואַראָן	PER
וואַרדי	PER
וואָרטסמאַן	PER
וואַרמאַן	PER
וואַרקעל	PER
וואַרשאַווסקי	PER
וואַרשע	PER
ווויעראַ	PER
וויאַלין	PER
וויגאָדסקי	PER
ווידאָוו	PER
ווידרעוויטש	PER
וויזענפעלד	PER
וויטאלין	PER
וויטיא	PER
וויטלער	PER
וויטעבּסקער	PER
וויטקאווער	PER
וויידע	PER
ווייזענפריינד	PER
ווייטער	PER
ווייכערט	PER
וויינבּלאַט	PER
וויינבּערג	PER
וויינגאָלד	PER
וויינטרויבּ	PER
וויינטרויבּ-גראַף	PER
וויינער	PER
וויינפּער	PER
וויינראָט	PER
וויינרייך	PER
וויינשטאָק	PER
וויינשטיין	PER
וויינשעל	PER
ווייס	PER
ווייסבּיין	PER
ווייסבּערג	PER
ווייסליץ	PER
ווייסמאַן	PER
ווייסענבּערג	PER
ווייספעלד	PER
ווילד	PER
ווילי	PER
וויליאַם	PER
ווילנער	PER
ווילנער טרופּע	PER
ווילענסקי	PER
ווין	PER
ווינאָגראַדאָוו	PER
ווינאָוויטש	PER
ווינדער	PER
ווינטער	PER
ווינטשעווסקי	PER
וויניק	PER
ווינער	PER
ווינשטיין זע אַדעסער פאָלקס-זינגער	PER
וויסאָצקי	PER
וויסקינד	PER
וויעסיאָלאַיאַ	PER
וויעראַ	PER
וויערניק	PER
וויקטאָר	PER
וויקטאָראָוו	PER
וולאַדיסלאַוו	PER
וולאדיר	PER
וולאַדעק	PER
וועטשטיין	PER
וועלוול	PER
וועלוועל	PER
וועליטשאַנסקי	PER
וועליש	PER
וועלמאַן	PER
ווענדאָלף	PER
ווענדאָרף	PER
וועקסלער	PER
וועקשטיין	PER
ווערבּליינסקיא	PER
ווערבּעל	PER
װאַגלער	PER
װאַגנער	PER
װאַדים	PER
װאָהל	PER
װאָהלמאַן	PER
װאולמאַן	PER
װאולף	PER
װאורצל	PER
װאַכטעל	PER
װאָלאָדיאַ	PER
װאָלאָװיטש	PER
װאָלאָזשינער	PER
װאָלאַך	PER
װאָלגעשאַפען	PER
װאַלדבּערג	PER
װאַלדמאַן	PER
װאָלדעמאַר	PER
װאָלהענדלער	PER
װאַלטער	PER
װאַליער	PER
װאָלמאַן	PER
װאָלסקאַ	PER
װאָלעטסקי	PER
װאַלעטצקי	PER
װאַלעצקי	PER
װאַלערשטײן	PER
װאָלף	PER
װאָלפֿאַרט	PER
װאָלפֿדאָן	PER
װאָלפזאָהן	PER
װאָלפינע	PER
װאָלף-מרדכי	PER
װאָלפסזאָהן	PER
װאָלפסטאַט	PER
װאָלפסטאַל	PER
װאָלפסי	PER
װאָלפֿענסאָן	PER
װאָלפּערט	PER
װאלפשטאט	PER
װאָלפֿשטהאַל	PER
װאלצינאק	PER
װאָלק	PER
װאָלקאָװיסקי	PER
װאָלקענשטײן	PER
װאַנדערגאָלד	PER
װאַסילי	PER
װאַסערײך	PER
װאַסערמאַן	PER
װאקסמאַן	PER
װאַקסמאַן	PER
װאָראָבּעיטשיק	PER
װאראדי	PER
װאַראַיעס	PER
װאַראָן	PER
װאַרדי	PER
װאַרום	PER
װאַרזאַגער	PER
װאַרזאָגער	PER
װאָרטסמאַן	PER
װאַרמאַן	PER
װאַרעיעס	PER
װאַרקעל	PER
װאַרשאַװסקי	PER
װאָרשילעװסקאַ	PER
װאַרשע	PER
װאַשינגטאָן	PER
װױלער	PER
װיאַלין	PER
װיגאָדסקי	PER
װידאָװ	PER
װידמאַן	PER
װידרעװיטש	PER
װיװאַלדי	PER
װיזענפֿעלד	PER
װיזעק	PER
װיטאלין	PER
װיטלער	PER
װיטלר	PER
װיטקאװער	PER
װיכנע	PER
װילד	PER
װילהעלם	PER
װיליאַם	PER
װיליאַם סיגאַל	PER
װילמער	PER
װילנאַ כאָר	PER
װילנער	PER
װילסאָן	PER
װילענסקי	PER
װילקין	PER
װינאָגראַד	PER
װינאָגראַדאָװ	PER
װינאָװיטש	PER
װינדלער	PER
װינדער	PER
װינטער	PER
װינטשעװסקי	PER
װיניק	PER
װיניקור	PER
װינער	PER
װינקלער	PER
װיסאָצקי	PER
װיספיש	PER
װיסקינד	PER
װיעסיאָלאַיאַ	PER
װיערניק	PER
װיץ	PER
װיקטאָר	PER
װיקטאָראָװ	PER
װיקטאָריאַ	PER
װישניצאַס	PER
װײדענפֿעלד	PER
װײזענפרײנד	PER
װײַט	PER
װײטער	PER
װײכערט	PER
װײַנבּלאַט	PER
װײַנבּערג	PER
װײַנגאָלד	PER
װײַנגאַרטן	PER
װײַנגאָרטן	PER
װײַנהאַוס	PER
װײַנטרויבּ	PER
װײַנער	PER
װײַנפּער	PER
װײַנפּערליך	PER
װײַנראָט	PER
װײַנרײך	PER
װײַנשטאָק	PER
װײַנשטײן	PER
װײַנשל	PER
װײַנשעל	PER
װײַס	PER
װײַס	PER
װײַסבּײן	PER
װײַסבּלאַט	PER
װײַסבּערג	PER
װײַסבּרױט	PER
װײַסהאָף	PER
װײַסליץ	PER
װײַסמאַן	PER
װײַסענבּערג	PER
װײַסער	PER
װײַספיש	PER
װײַספֿיש	PER
װײַספֿעלד	PER
װלאַדאַמיר	PER
װלאַדימיר	PER
װלאַדיסלאַװ	PER
װלאדיר	PER
װלאַדמיר	PER
װלאַדעק	PER
װלאַסט	PER
װעבּער	PER
װעטשטײן	PER
װעלװל	PER
װעלװל-אַלטער	PER
װעלװל-יצחק	PER
װעלװעל	PER
װעלװעלע	PER
װעליטשאַנסקי	PER
װעליש	PER
װעלמאַן	PER
װעלפֿקע	PER
װעלפֿקעלע	PER
װענדאָלף	PER
װענדאָרף	PER
װעקסלער	PER
װעקשטײן	PER
װעראָװסקײַע	PER
װערבּאָלינסקי	PER
װערבּלײנסקיאַ	PER
װערבּעל	PER
װערגעליס	PER
װערדי	PER
ז.	PER
ז. י.	PER
זאבֿ	PER
זאַבּאָלינסקי	PER
זאַבּאַראַ	PER
זאַבּלאָצקי	PER
זאַבּלודאָווסקי	PER
זאַבּלודאָװסקי	PER
זאגאר	PER
זאַגאַר	PER
זאַגאָרין	PER
זאַגאַרניק	PER
זאדרונסקי	PER
זאַהאַוואַ	PER
זאַהאַװאַ	PER
זאַהיק	PER
זאוואדזקי	PER
זאװאדזקי	PER
זאַװאָדניק	PER
זאַװל	PER
זאַװעל	PER
זאַװעלע	PER
זאַזלאַװסקי	PER
זאַכאַר	PER
זאַכאַראָוו	PER
זאַכאַראָװ	PER
זאַלאָװסקי	PER
זאָלאָטאַראָוו	PER
זאָלאָטאַראָװ	PER
זאָלאָטאַרעפסקי	PER
זאָלאָטקאָף	PER
זאַלודקאָווסקי	PER
זאַלודקאָװסקי	PER
זאלוזניאק	PER
זאַלמאָן	PER
זאַלצמאַן	PER
זאַלקין	PER
זאַלקינד	PER
זאַלקע	PER
זאַלקעלע	PER
זאַמאָשטשין	PER
זאַמלער	PER
זאַמקאָװ	PER
זאָן	PER
זאַנגער	PER
זאַנדבּערג	PER
זאַנוויל	PER
זאַנװיל	PER
זאַנװל	PER
זאַנװעלע	PER
זאַנין	PER
זאַסלאַווסקאַ	PER
זאַסלאַווסקאַיאַ	PER
זאַסלאַווסקי	PER
זאַסלאַװסקאַ	PER
זאַסלאַװסקאַיאַ	PER
זאַסלאַװסקי	PER
זאַץ	PER
זאַק	PER
זאַקאָזשאַנסקי	PER
זאַקס	PER
זאַר	PER
זאַרוציקי	PER
זאַרין	PER
זאַריצקא	PER
זאַרעטסקי	PER
זאַרקאָװסקי	PER
זאַרשעווסקי	PER
זארשעװסקי	PER
זאַרשעװסקי	PER
זבּאַרזהער	PER
זבּאַרזשער	PER
זבֿולון	PER
זובּאק	PER
זוהר	PER
זומאָף	PER
זונדל	PER
זונדעלע	PER
זוּני	PER
זוניע	PER
זוסמאַן	PER
זוּסמאַן	PER
זוסקין	PER
זוקערמאַן	PER
זיבּעל	PER
זיגלער	PER
זיגמונד	PER
זיגמונט	PER
זיגמוּנט	PER
זיגעל	PER
זיגעלבוים	PER
זיגעלבּוים	PER
זיגענלויבּ	PER
זייגער	PER
זיידל שמואל-יהודה	PER
זיידמאַן	PER
זיידע	PER
זיידעמאַן	PER
זיידענבּערג	PER
זיידענבּערג-סאַנטאָפּ	PER
זיידערמאַן	PER
זיינפעלד	PER
זייפערט	PER
זייקין	PER
זילבּורג	PER
זילבּער	PER
זילבּערבּוש	PER
זילבּערבּלאַט	PER
זילבּערבּערג	PER
זילבּערג	PER
זילבּערט	PER
זילבּערטס	PER
זילבּערמאַן	PER
זילבּערמינץ	PER
זילבּערצווייג	PER
זילבּערצװײג	PER
זילבּערקאַסטען	PER
זילבּערראַנד	PER
זילבּערשטיין	PER
זילבּערשטײן	PER
זילע	PER
זימאן	PER
זימאַן	PER
זימאָנד	PER
זימעל	PER
זינאַ	PER
זינאָװי	PER
זינגמאַן	PER
זינגער	PER
זינגערמאַן	PER
זינשטיין	PER
זינשטײן	PER
זיסיע	PER
זיסל	PER
זיסלע	PER
זיסע	PER
זיסעלע	PER
זיסקינד	PER
זיסקע	PER
זישע	PER
זײגער	PER
זײדל	PER
זײַדל	PER
זײדלין	PER
זײדמאַן	PER
זײדע	PER
זײדעמאַן	PER
זײדענבּערג	PER
זײדענװערג	PER
זײדערמאַן	PER
זײנװל	PER
זײַנװל	PER
זײנפֿעלד	PER
זײפערט	PER
זײקין	PER
זכריה	PER
זכריה-אברהם	PER
זכריה-אבֿרהם	PER
זלאטאגאראוו	PER
זלאטאגאראװ	PER
זלאַטע	PER
זלאַטעלע	PER
זלאַטקע	PER
זלאַטקעלע	PER
זלאָטשעווסקי	PER
זלאָטשעװסקי	PER
זלמן	PER
זלמן-לייבּ	PER
זלמן-לײבּ	PER
זלמנקע	PER
זלמעלע	PER
זלפּה	PER
זמרה	PER
זע	PER
זעװין	PER
זעװקא	PER
זעװקינאַ	PER
זעלדיטש	PER
זעלדין	PER
זעלדע	PER
זעלדעלע	PER
זעלדעצקע	PER
זעלדקע	PER
זעלװער	PER
זעליג	PER
זעליגל	PER
זעליגסאָן	PER
זעליגער	PER
זעליגפֿעלד	PER
זעלינסקאַיאַ	PER
זעליק	PER
זעלמאַן	PER
זעלצער	PER
זעלקאָװיטש	PER
זעלקע	PER
זעלקעלע	PER
זעסמער	PER
זעצער	PER
זקן	PER
זקן זרח-פּלטיאל	PER
זרח	PER
זרחל	PER
זרחקע	PER
זשאַן	PER
זשאַק	PER
זשאַקאָבּ	PER
זשאַקאָבּס	PER
"זשאַרדען ד""היווער"	PER
זשאָרזש	PER
זשאַרטאָװסקי	PER
זשופּניק	PER
זשיטאָמירסקי	PER
זשיטלאָװסקי	PER
זשיטקאָווסקי	PER
זשיטקאָװסקי	PER
זשיכלינסקי	PER
זשילבערט	PER
זשילבּערט	PER
זשיסלין	PER
זשעלאַזא	PER
זשעלאַזאָ	PER
זשעלאַזני	PER
זשעלינסקי	PER
זשעני	PER
זשעניע	PER
ח.	PER
ח. ע.	PER
חאַטשע	PER
חאַלאַן	PER
חאַלאַנאָװ	PER
חאַלאַן-חאַלאַנאָוו	PER
חאנאט	PER
חאַנענזאָהן	PER
חאסין	PER
חאַסיע	PER
חאַסקע	PER
חאַסקעלע	PER
חאַצקל	PER
חאַצקעלע	PER
חאַריטאָנאָװ	PER
חאַרלאָף	PER
חאַש	PER
חאַשע	PER
חאַשקע	PER
חאַשקעלע	PER
חאַשקעס	PER
"חבּ""ד"	PER
חבל	PER
חד-גדיא	PER
חוה	PER
חוה-אסתר	PER
חוהלע	PER
חװאָלעם	PER
חװקע	PER
חװקעלע	PER
חזן	PER
חזקאל	PER
חיאל	PER
חיאלקע	PER
חיה	PER
חיה'לה	PER
חיה-לאה	PER
חיהלע	PER
חיה-ריסיע	PER
חיה-שרה	PER
חיים	PER
חיים, דר.	PER
חיים-אהרן	PER
חיים אליעזר	PER
חיים-אליעזר-משה	PER
חיים-אריה	PER
חיים-בּנימין	PER
חיים-בצלאל	PER
חיים דוד	PER
חיים-יאַנקל	PER
חיים-יוסף	PER
חיים מ.	PER
חיים-מאיר	PER
חיים-שמוּאל	PER
חייקע	PER
חייקעלע	PER
חינע	PER
חינקע	PER
חינקעלע	PER
חיסע	PER
חיסעלע	PER
חיענע	PER
חיענקע	PER
חײַטשקע	PER
חײם	PER
חײם-אהרן	PER
חײמאָװיטש	PER
חײם-אליעזר-משה	PER
חײם-אריה	PER
חײם-בּנימין	PER
חײם-בּצלאל	PER
חײם-דוד	PER
חײם-הערש	PER
חײם-זאבֿ	PER
חײם-יאַנקל	PER
חײם-יונה	PER
חײם-יוסף	PER
חײמל	PER
חײם-לײבּ	PER
חײם-מאיר	PER
חײם-מענדל	PER
חײם-מרדכי	PER
חײם-נחמן	PER
חײם-נתן	PER
חײמעלע	PER
חײמקע	PER
חײמקעלע	PER
חײקאָװסקי	PER
חײַקל	PER
חײקע	PER
חײַקע	PER
חײַקע	PER
חײקעלע	PER
חײַקעלע	PER
חלפֿן	PER
חמיה	PER
חמל	PER
חמע	PER
חמעלע	PER
חמקע	PER
חנא	PER
חנאַ	PER
חנה	PER
חנהלע	PER
חנה-פֿרײדע	PER
חנטשע	PER
חנינא	PER
חנן	PER
חנן יעקב	PER
חנן-לײבּ	PER
חנעלע	PER
חנציע	PER
חנקע	PER
חנקעלע	PER
חנשטע	PER
חסיא	PER
חסידים	PER
חצקאל	PER
חצקאלע	PER
חקלאי	PER
טאַבּאַטשניק	PER
טאַבּאַטשניקאָװ	PER
טאַבּאַק	PER
טאַבּאַקסבּלאַט	PER
טאַבּאַקשיידער	PER
טאַבּאַקשײדער	PER
טאָבּיאַס	PER
טאַגער	PER
טאוב	PER
טאובּ	PER
טאַובּ	PER
טאַטשיא	PER
טאָלסטאָי	PER
טאָלסטױ	PER
טאָלער	PER
טאַלצע	PER
טאַמאַרע	PER
טאמארקין	PER
טאַמאַרקע	PER
טאַמאַרקעלע	PER
טאָמאַשעוו]פ[סקי	PER
טאָמאַשעווסקי	PER
